Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5,PM10,0.06234,43.2303,312.0,m,urban,background,15/12/2010 00:00:00,,SAM-FR12052_5,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_7,15/12/2010 00:00:00,,automatic,BETA,,enviroMP101M,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5029,BaP in PM10,0.06234,43.2303,312.0,m,urban,background,28/12/2011 00:00:00,,SAM-FR12052_5029,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_10120,28/12/2011 00:00:00,,active,,,,,LVSauto1,,GC-MS,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,day,3.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5029,BaP in PM10,0.06234,43.2303,312.0,m,urban,background,28/12/2011 00:00:00,,SAM-FR12052_5029,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_4924,28/12/2011 00:00:00,,active,,,,,LVSauto1,,GC-MS,,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,16.0,day,18.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5380,"Benzo(b,j,k)fluorantheneInPM1",0.06234,43.2303,312.0,m,urban,background,08/01/2020 00:00:00,,SAM-FR12052_5380,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_10120,08/01/2020 00:00:00,,active,,,,,LVSauto1,,GC-MS,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,day,3.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5419,Dibenzo(ah)anthracene in PM10,0.06234,43.2303,312.0,m,urban,background,08/01/2020 00:00:00,,SAM-FR12052_5419,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_10120,08/01/2020 00:00:00,,active,,,,,LVSauto1,,GC-MS,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,day,3.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5610,Benzo(a)anthracene in PM10,0.06234,43.2303,312.0,m,urban,background,08/01/2020 00:00:00,,SAM-FR12052_5610,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_10120,08/01/2020 00:00:00,,active,,,,,LVSauto1,,GC-MS,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,day,3.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_5655,"Indeno-(1,2,3-cd)pyrene in PM",0.06234,43.2303,312.0,m,urban,background,08/01/2020 00:00:00,,SAM-FR12052_5655,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_10120,08/01/2020 00:00:00,,active,,,,,LVSauto1,,GC-MS,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ng.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,day,3.0,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_6001,PM2.5,0.06234,43.2303,312.0,m,urban,background,01/01/2020 00:00:00,,SAM-FR12052_6001,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_1374,01/01/2020 00:00:00,,automatic,OPC-CMC,,FIDAS200,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_7,O3,0.06234,43.2303,312.0,m,urban,background,22/12/2010 00:00:00,,SAM-FR12052_7,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_21,22/12/2010 00:00:00,,automatic,UV-P,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,4.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_7,O3,0.06234,43.2303,312.0,m,urban,background,22/12/2010 00:00:00,,SAM-FR12052_7,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_7170,22/12/2010 00:00:00,,automatic,UV-P,,enviroO342M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,4.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_8,NO2,0.06234,43.2303,312.0,m,urban,background,22/12/2010 00:00:00,,SAM-FR12052_8,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_18,22/12/2010 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_8,NO2,0.06234,43.2303,312.0,m,urban,background,22/12/2010 00:00:00,,SAM-FR12052_8,3.0,m,10.0,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_7520,22/12/2010 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12052,FR12052,Tarbes lycée Dupuy,SPO-FR12052_9,NOX as NO2,0.06234,43.2303,312.0,m,urban,background,01/01/2021 00:00:00,,SAM-FR12052_9,3.0,m,,m,,,,,,,,0,,,,,TARBES,detached,plane,,,,,,,,SPP-FR_7520,01/01/2021 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_38,NO,2.23015,43.6105,183.0,m,urban,background,21/03/2011 00:00:00,,SAM-FR12053_38,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_20,21/03/2011 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_38,NO,2.23015,43.6105,183.0,m,urban,background,21/03/2011 00:00:00,,SAM-FR12053_38,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_7470,21/03/2011 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_5,PM10,2.23015,43.6105,183.0,m,urban,background,25/03/2011 00:00:00,,SAM-FR12053_5,3.0,m,,m,,,,,Industrial Processes,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_1374,25/03/2011 00:00:00,,automatic,OPC-CMC,,FIDAS200,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_5,PM10,2.23015,43.6105,183.0,m,urban,background,25/03/2011 00:00:00,,SAM-FR12053_5,3.0,m,,m,,,,,Industrial Processes,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_14,25/03/2011 00:00:00,,automatic,,,undetermined,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_5,PM10,2.23015,43.6105,183.0,m,urban,background,25/03/2011 00:00:00,,SAM-FR12053_5,3.0,m,,m,,,,,Industrial Processes,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_7,25/03/2011 00:00:00,,automatic,BETA,,enviroMP101M,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_6001,PM2.5,2.23015,43.6105,183.0,m,urban,background,13/07/2023 00:00:00,,SAM-FR12053_6001,3.0,m,,m,,,,,Industrial Processes,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_1374,13/07/2023 00:00:00,,automatic,OPC-CMC,,FIDAS200,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_7,O3,2.23015,43.6105,183.0,m,urban,background,22/03/2011 00:00:00,,SAM-FR12053_7,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_21,22/03/2011 00:00:00,,automatic,UV-P,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,4.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_7,O3,2.23015,43.6105,183.0,m,urban,background,22/03/2011 00:00:00,,SAM-FR12053_7,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_7170,22/03/2011 00:00:00,,automatic,UV-P,,enviroO342M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,4.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_8,NO2,2.23015,43.6105,183.0,m,urban,background,22/03/2011 00:00:00,,SAM-FR12053_8,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_18,22/03/2011 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_8,NO2,2.23015,43.6105,183.0,m,urban,background,22/03/2011 00:00:00,,SAM-FR12053_8,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_7520,22/03/2011 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12053,FR12053,Castres stadeTravet,SPO-FR12053_9,NOX as NO2,2.23015,43.6105,183.0,m,urban,background,01/01/2021 00:00:00,,SAM-FR12053_9,3.0,m,,m,,,,,,,,0,,,,,CASTRES,detached,basin-hilly,,,,,,,,SPP-FR_7520,01/01/2021 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_38,NO,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_38,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_20,14/11/2012 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_38,NO,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_38,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_7470,14/11/2012 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_5,PM10,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_5,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_1372,14/11/2012 00:00:00,,automatic,TEOM-FDMS,,TEOM1405F-FDMS,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_5,PM10,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_5,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_1374,14/11/2012 00:00:00,,automatic,OPC-CMC,,FIDAS200,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_6001,PM2.5,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_6001,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_1372,14/11/2012 00:00:00,,automatic,TEOM-FDMS,,TEOM1405F-FDMS,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_6001,PM2.5,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_6001,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_1374,14/11/2012 00:00:00,,automatic,OPC-CMC,,FIDAS200,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_8,NO2,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_8,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_18,14/11/2012 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_8,NO2,1.46824,43.64394,149.0,m,urban,traffic,14/11/2012 00:00:00,,SAM-FR12054_8,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_7520,14/11/2012 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12054,FR12054,Toulouse Rte Albi,SPO-FR12054_9,NOX as NO2,1.46824,43.64394,149.0,m,urban,traffic,01/01/2021 00:00:00,,SAM-FR12054_9,3.0,m,,m,3.0,m,,,,,,1,,,,,TOULOUSE,detached,plane,100.0,,-999.0,,,-999.0,34194.0,SPP-FR_7520,01/01/2021 00:00:00,,automatic,chemi,,enrivoAC32M,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR068A,ATMO OCCITANIE,UTC,FR12055,FR12055,ALBI MASSOL,SPO-FR12055_38,NO,2.14684,43.92213,173.0,m,urban,traffic,12/12/2013 00:00:00,18/12/2015 00:00:00,SAM-FR12055_38,3.0,m,,m,4.0,m,,,Industrial Processes,,,1,,,,,ALBI,detached,plane,80.0,,-999.0,,,-999.0,8900.0,SPP-FR_20,12/12/2013 00:00:00,18/12/2015 00:00:00,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
